numberofinjections,activityonline,state,activityclass,industry,size,vulnerabilityscore,potentialdamage
38.23515285,5.263615068,TAS,medrisk,IT,largesize,0.468631898,78310.55532
1,8.65172502,VIC,medrisk,financials,medsize,0.468777678,49074.66451
1,6.274303431,NT,medrisk,health,medsize,0.468923438,37099.65042
1,11.42182602,SA,medrisk,health,medsize,0.469069178,34845.24406
1,3.876253763,WA,highrisk,consumerstaples,smallsize,0.469214898,39652.75066
1,9.593423116,SA,medrisk,energy,smallsize,0.469360598,26666.59267
1,9.172875264,WA,medrisk,consumerstaples,largesize,0.469506278,66091.57681
1,8.197235856,NSW,lowrisk,energy,medsize,0.469651938,17875.75853
1,9.16154433,NSW,medrisk,health,medsize,0.469797578,59540.64576
1,7.400330871,QLD,medrisk,health,smallsize,0.469943198,30474.19802
1,7.728105555,VIC,highrisk,energy,largesize,0.470088798,71095.39791
1,5.032939138,VIC,lowrisk,consumerstaples,medsize,0.470234378,33332.78409
29.79375971,10.15144774,TAS,lowrisk,financials,largesize,0.470379938,83861.29132
1,5.552634831,NT,highrisk,energy,largesize,0.470525478,69538.2303
1,2.342702297,QLD,highrisk,energy,largesize,0.470670998,62738.19563
1,6.848144943,NSW,lowrisk,financials,medsize,0.470816498,49903.3757
1,6.603110992,NSW,medrisk,IT,medsize,0.470961978,29095.94595
1,5.598580216,WA,highrisk,IT,largesize,0.471107438,87019.42937
1,8.025300743,TAS,medrisk,energy,smallsize,0.471252878,36515.52886
1,5.532750152,VIC,medrisk,consumerstaples,largesize,0.471398298,79229.91142
1,8.343734914,TAS,lowrisk,financials,largesize,0.471543698,81588.43873
1,8.805968429,QLD,medrisk,IT,medsize,0.471689078,26086.57871
1,5.18588449,TAS,medrisk,consumerstaples,smallsize,0.471834438,44869.50367
1,6.36954358,NT,medrisk,energy,smallsize,0.471979778,35995.59445
1,2.418086678,QLD,highrisk,consumerstaples,medsize,0.472125098,35598.0348
1,7.437375157,NT,lowrisk,energy,smallsize,0.472270398,50670.75666
1,6.003613611,TAS,medrisk,energy,largesize,0.472415678,67818.70516
1,3.959394216,NT,highrisk,energy,largesize,0.472560938,66872.60152
1,9.24371228,TAS,medrisk,IT,largesize,0.472706178,47730.86541
1,9.875074912,VIC,medrisk,energy,smallsize,0.472851398,44509.22735
1,6.640272547,NT,medrisk,financials,medsize,0.472996598,24587.13523
1,6.544375269,TAS,lowrisk,energy,smallsize,0.473141778,27594.71574
1,14.57870073,WA,lowrisk,consumerstaples,medsize,0.473286938,38433.52858
1,6.414048044,VIC,highrisk,energy,largesize,0.473432078,69814.26163
1,9.560467228,VIC,medrisk,energy,smallsize,0.473577198,29240.55508
1,3.682912246,VIC,medrisk,consumerstaples,smallsize,0.473722298,32607.00965
1,5.28190368,NSW,highrisk,health,medsize,0.473867378,60504.45607
1,7.450055193,NT,medrisk,health,smallsize,0.474012438,31793.73894
1,8.91981579,QLD,lowrisk,financials,medsize,0.474157478,43297.55248
1,4.033009387,TAS,lowrisk,health,smallsize,0.474302498,37569.23723
1,9.199283772,NT,medrisk,consumerstaples,medsize,0.474447498,39355.24653
1,1.066097162,VIC,lowrisk,consumerstaples,medsize,0.474592478,26153.5975
1,9.218336093,WA,medrisk,financials,medsize,0.474737438,52688.67345
1,7.699659503,NSW,lowrisk,energy,medsize,0.474882378,50592.80588
1,6.577261097,WA,medrisk,IT,medsize,0.475027298,35964.94113
1,8.663139987,WA,medrisk,energy,smallsize,0.475172198,48870.82371
1,9.46020725,NT,medrisk,energy,largesize,0.475317078,76642.52957
1,10.92941584,TAS,lowrisk,energy,medsize,0.475461938,45864.68822
1,11.2855756,SA,lowrisk,financials,smallsize,0.475606778,40090.81241
1,7.43581076,NSW,medrisk,financials,medsize,0.475751598,41401.74995
1,8.716881536,WA,medrisk,financials,smallsize,0.475896398,52046.85425
29.88509175,7.938277058,NT,lowrisk,IT,largesize,0.476041178,67398.02879
1,1.932783188,TAS,highrisk,health,smallsize,0.476185938,47299.74807
1,7.317916968,NT,medrisk,IT,smallsize,0.476330678,36347.81268
1,7.051705864,NT,medrisk,IT,smallsize,0.476475398,59365.11789
1,11.09688863,TAS,medrisk,IT,smallsize,0.476620098,46567.20978
1,13.40461113,TAS,medrisk,health,smallsize,0.476764778,54181.41325
1,5.838954948,SA,lowrisk,IT,smallsize,0.476909438,27191.44621
1,5.591942366,NSW,highrisk,IT,largesize,0.477054078,63944.96869
1,7.158043768,QLD,highrisk,financials,largesize,0.477198698,59404.50918
1,8.900863,NT,medrisk,IT,medsize,0.477343298,42439.11544
42.17032239,3.4788028,VIC,medrisk,health,largesize,0.477487878,81446.36547
1,7.246780588,QLD,medrisk,financials,medsize,0.477632438,43597.87678
1,5.779061698,NT,lowrisk,energy,smallsize,0.477776978,34486.36012
1,8.264495373,WA,medrisk,IT,smallsize,0.477921498,45517.43507
1,8.933057215,WA,medrisk,health,medsize,0.478065998,36168.8568
1,7.354157371,NSW,medrisk,consumerstaples,smallsize,0.478210478,36244.01403
1,9.49457053,NSW,medrisk,consumerstaples,largesize,0.478354938,81974.14479
1,7.337264055,QLD,medrisk,financials,medsize,0.478499378,22681.24483
22.56010094,8.332192821,TAS,lowrisk,energy,largesize,0.478643798,68034.17504
1,9.145758473,NSW,medrisk,IT,medsize,0.478788198,36630.45656
1,12.33758452,VIC,lowrisk,financials,largesize,0.478932578,77329.21053
1,6.407355934,WA,lowrisk,energy,medsize,0.479076938,27143.39829
1,6.358256498,WA,lowrisk,consumerstaples,largesize,0.479221278,50828.65207
1,7.639090772,SA,highrisk,health,largesize,0.479365598,67918.76666
1,5.81070772,NSW,highrisk,health,smallsize,0.479509898,44741.63983
1,4.431979272,VIC,highrisk,health,largesize,0.479654178,83644.83015
22.52005188,10.69628557,VIC,lowrisk,consumerstaples,largesize,0.479798438,57187.81623
1,8.172109261,NT,medrisk,financials,medsize,0.479942678,46007.86122
1,7.867119614,TAS,medrisk,IT,largesize,0.480086898,57781.24304
22.15264857,9.375006562,WA,lowrisk,consumerstaples,largesize,0.480231098,57246.09539
47.87055594,9.418076102,VIC,medrisk,energy,largesize,0.480375278,63525.80878
1,9.403865331,SA,lowrisk,energy,smallsize,0.480519438,39617.55754
1,3.231564626,SA,lowrisk,financials,medsize,0.480663578,40260.70919
27.88096276,6.701190564,VIC,medrisk,health,largesize,0.480807698,68572.9733
1,11.87724391,SA,medrisk,financials,largesize,0.480951798,64602.77371
32.24765767,5.971541775,SA,medrisk,IT,largesize,0.481095878,71084.58098
1,8.192570697,QLD,lowrisk,consumerstaples,smallsize,0.481239938,54246.90699
1,12.04146588,WA,medrisk,IT,smallsize,0.481383978,56502.34323
28.33394593,8.667808677,WA,lowrisk,energy,largesize,0.481527998,72857.88007
45.22309145,6.031857323,NT,lowrisk,consumerstaples,medsize,0.481671998,41439.4842
26.95181944,3.290421757,NT,lowrisk,IT,largesize,0.481815978,71906.8871
1,5.034998722,SA,medrisk,consumerstaples,largesize,0.481959938,61116.68739
1,5.664651467,NSW,lowrisk,energy,smallsize,0.482103878,34268.77979
1,5.177109353,QLD,lowrisk,consumerstaples,medsize,0.482247798,26383.03351
1,9.57281127,SA,medrisk,energy,smallsize,0.482391698,58352.23696
1,1.452673652,NSW,medrisk,consumerstaples,medsize,0.482535578,22912.90021
1,7.994688167,SA,medrisk,energy,medsize,0.482679438,28388.00531
1,11.35729627,VIC,medrisk,energy,medsize,0.482823278,22797.81097
1,8.048840368,VIC,medrisk,consumerstaples,medsize,0.482967098,27817.25578
1,9.738477236,SA,medrisk,energy,medsize,0.483110898,38006.62762
1,5.894824108,QLD,highrisk,consumerstaples,largesize,0.483254678,64146.78543
1,6.672604676,SA,lowrisk,IT,smallsize,0.483398438,53473.89719
1,7.169431808,QLD,medrisk,IT,smallsize,0.483542178,39351.04931
1,6.711028778,TAS,medrisk,energy,largesize,0.483685898,53547.85877
1,9.113002935,SA,lowrisk,IT,medsize,0.483829598,43901.27685
1,5.351803808,NT,highrisk,energy,largesize,0.483973278,43451.08362
1,6.21196314,WA,medrisk,health,medsize,0.484116938,31364.64967
28.34120838,4.395245181,QLD,lowrisk,health,largesize,0.484260578,58733.83751
1,1.766382112,VIC,lowrisk,consumerstaples,largesize,0.484404198,73078.44606
1,8.125259934,WA,medrisk,IT,largesize,0.484547798,81067.18266
1,10.32745586,NSW,medrisk,energy,medsize,0.484691378,25919.25162
1,7.853656598,NSW,lowrisk,IT,medsize,0.484834938,21740.82429
1,13.13611689,SA,medrisk,consumerstaples,smallsize,0.484978478,30079.59837
1,6.67789605,NT,lowrisk,IT,medsize,0.485121998,31354.85794
1,4.458185804,NT,lowrisk,financials,smallsize,0.485265498,38193.481
1,11.68296114,TAS,medrisk,financials,smallsize,0.485408978,51576.20553
18.15287084,9.531890547,WA,lowrisk,IT,largesize,0.485552438,61343.8608
1,8.127331193,TAS,lowrisk,IT,medsize,0.485695878,47687.54125
1,4.843180937,WA,medrisk,energy,smallsize,0.485839298,39619.6654
1,4.784785064,TAS,medrisk,health,medsize,0.485982698,21619.40607
1,5.713705327,NT,medrisk,IT,medsize,0.486126078,45332.58165
1,9.474572284,VIC,lowrisk,health,smallsize,0.486269438,30597.92281
1,9.338835044,SA,medrisk,financials,smallsize,0.486412778,57724.37014
1,7.496250772,SA,medrisk,financials,smallsize,0.486556098,56345.29051
1,8.971919307,WA,lowrisk,IT,smallsize,0.486699398,16600.50296
1,4.594682846,SA,medrisk,financials,smallsize,0.486842678,39399.92626
1,5.431266846,SA,highrisk,IT,largesize,0.486985938,76890.66677
1,9.894354947,SA,medrisk,health,smallsize,0.487129178,37999.53052
42.8775783,6.471110775,WA,lowrisk,health,largesize,0.487272398,66845.2791
1,11.80420231,NT,lowrisk,energy,smallsize,0.487415598,34375.56457
1,10.07603964,NT,lowrisk,IT,smallsize,0.487558778,17699.20146
1,6.391695377,VIC,medrisk,health,largesize,0.487701938,50542.93059
1,13.65496553,TAS,medrisk,energy,largesize,0.487845078,74833.10558
1,4.417172192,SA,medrisk,consumerstaples,smallsize,0.487988198,22412.74297
1,2.243632039,WA,highrisk,IT,smallsize,0.488131298,52726.05276
1,8.91375824,QLD,lowrisk,energy,smallsize,0.488274378,41348.75267
1,8.662000445,VIC,medrisk,financials,medsize,0.488417438,41204.47055
1,10.13591876,QLD,medrisk,energy,smallsize,0.488560478,33578.39728
1,10.15499556,TAS,medrisk,energy,largesize,0.488703498,77679.00764
1,5.360081198,QLD,highrisk,health,largesize,0.488846498,67636.84011
1,5.017985932,WA,lowrisk,IT,smallsize,0.488989478,37641.06865
1,3.925958692,TAS,medrisk,financials,smallsize,0.489132438,39623.28793
1,8.263152003,NT,lowrisk,consumerstaples,largesize,0.489275378,59280.74082
1,6.689080104,VIC,medrisk,financials,smallsize,0.489418298,23812.34586
1,7.690152267,NT,medrisk,financials,largesize,0.489561198,71067.46316
1,9.807597748,NSW,medrisk,health,medsize,0.489704078,40771.7929
1,6.412315559,QLD,highrisk,IT,largesize,0.489846938,58256.51662
1,7.372552663,NSW,highrisk,consumerstaples,largesize,0.489989778,57849.75492
1,7.103666256,NSW,medrisk,financials,smallsize,0.490132598,40711.14988
1,6.715068205,NSW,lowrisk,financials,smallsize,0.490275398,56849.12806
32.11596342,8.69448666,NSW,medrisk,health,largesize,0.490418178,51521.06057
1,8.588630548,SA,lowrisk,financials,medsize,0.490560938,24380.13581
1,6.996189305,VIC,medrisk,health,smallsize,0.490703678,58106.25504
1,10.23107613,QLD,medrisk,energy,medsize,0.490846398,46186.83024
1,9.033998334,QLD,lowrisk,health,medsize,0.490989098,39114.68375
1,5.001467742,SA,highrisk,consumerstaples,largesize,0.491131778,65513.04643
1,10.81496327,SA,lowrisk,IT,smallsize,0.491274438,27122.26384
1,7.733818249,WA,highrisk,consumerstaples,largesize,0.491417078,67876.88172
1,9.059562578,VIC,medrisk,consumerstaples,smallsize,0.491559698,35209.98236
1,7.234324383,VIC,medrisk,financials,medsize,0.491702298,52446.73309
1,9.259352862,QLD,lowrisk,IT,medsize,0.491844878,35136.68179
1,9.688589459,SA,lowrisk,health,smallsize,0.491987438,34121.9675
1,10.73567874,NSW,medrisk,IT,medsize,0.492129978,47024.20942
1,10.51476878,NSW,lowrisk,financials,medsize,0.492272498,52370.83074
1,7.734358318,TAS,lowrisk,consumerstaples,largesize,0.492414998,68359.90764
1,9.154766531,WA,medrisk,financials,smallsize,0.492557478,55198.78288
1,10.72590622,SA,medrisk,financials,medsize,0.492699938,45688.42939
1,6.262056375,TAS,medrisk,energy,medsize,0.492842378,38805.91145
1,6.366597177,NSW,medrisk,consumerstaples,medsize,0.492984798,41161.37401
1,8.83548663,NSW,medrisk,IT,smallsize,0.493127198,44663.87478
1,5.822991065,SA,medrisk,consumerstaples,medsize,0.493269578,38112.51839
1,8.428631873,VIC,medrisk,IT,largesize,0.493411938,45621.09863
1,7.115317339,WA,medrisk,health,medsize,0.493554278,23403.05742
1,4.830126047,SA,lowrisk,energy,largesize,0.493696598,57472.28219
1,7.842095821,TAS,medrisk,health,smallsize,0.493838898,35839.37098
1,4.882408172,SA,medrisk,energy,medsize,0.493981178,45132.48376
29.44827096,5.584444697,TAS,lowrisk,health,largesize,0.494123438,58681.07195
1,8.504538373,SA,lowrisk,consumerstaples,medsize,0.494265678,35115.75647
1,8.756110772,NT,medrisk,financials,medsize,0.494407898,46785.86666
1,5.720906321,NT,highrisk,health,largesize,0.494550098,75618.78153
1,10.18455431,NT,medrisk,energy,medsize,0.494692278,27842.32363
1,4.329959445,NSW,lowrisk,health,medsize,0.494834438,36536.41167
1,8.729538053,WA,medrisk,health,smallsize,0.494976578,46699.514
1,8.522728764,QLD,lowrisk,consumerstaples,medsize,0.495118698,38034.18548
1,8.906355038,VIC,medrisk,health,medsize,0.495260798,35129.55444
1,3.499840672,SA,highrisk,consumerstaples,medsize,0.495402878,28917.03799
1,9.199786739,SA,medrisk,IT,medsize,0.495544938,48919.43221
1,9.879604713,TAS,medrisk,health,smallsize,0.495686978,38507.72176
1,8.791924058,NSW,lowrisk,energy,medsize,0.495828998,19367.14267
1,7.254838144,SA,medrisk,health,largesize,0.495970998,76771.53624
1,4.817864011,VIC,medrisk,consumerstaples,smallsize,0.496112978,27247.45938
1,7.484226951,NSW,lowrisk,health,smallsize,0.496254938,27898.93722
1,4.338947201,TAS,lowrisk,health,smallsize,0.496396878,24833.32874
1,9.634171104,VIC,lowrisk,energy,smallsize,0.496538798,39024.80228
1,6.363564747,VIC,lowrisk,energy,smallsize,0.496680698,38180.16134
1,13.19394461,WA,medrisk,energy,medsize,0.496822578,37951.81628
1,6.625942454,SA,medrisk,financials,medsize,0.496964438,34086.08179
1,7.054661362,QLD,lowrisk,consumerstaples,smallsize,0.497106278,46155.47537
1,8.139535918,NT,lowrisk,energy,smallsize,0.497248098,43924.78901
1,6.711091415,SA,lowrisk,consumerstaples,largesize,0.497389898,68608.13936
1,7.265797,NT,medrisk,IT,smallsize,0.497531678,41181.20772
1,7.333772086,WA,lowrisk,IT,medsize,0.497673438,45297.82288
1,4.247455745,WA,highrisk,energy,smallsize,0.497815178,49379.69936
1,8.271401942,QLD,medrisk,IT,medsize,0.497956898,40512.89008
1,4.298204755,SA,medrisk,financials,medsize,0.498098598,16240.34584
1,9.55806787,TAS,medrisk,health,medsize,0.498240278,36848.37384
1,5.734920028,WA,lowrisk,consumerstaples,medsize,0.498381938,28570.43745
1,9.127107397,WA,lowrisk,consumerstaples,medsize,0.498523578,26524.84622
1,4.6489944,WA,highrisk,financials,largesize,0.498665198,65335.06097
1,4.510652881,TAS,lowrisk,health,medsize,0.498806798,36611.31697
1,6.443037003,TAS,highrisk,energy,largesize,0.498948378,73728.95573
1,14.02019841,TAS,medrisk,energy,medsize,0.499089938,28447.24467
1,10.68368204,NSW,medrisk,IT,medsize,0.499231478,49388.70391
1,9.805184405,QLD,lowrisk,financials,smallsize,0.499372998,52030.65901
20.58862468,6.495668119,VIC,lowrisk,financials,largesize,0.499514498,67959.33049
1,3.398448652,VIC,lowrisk,IT,medsize,0.499655978,27150.59685
1,8.209984162,NT,medrisk,IT,medsize,0.499797438,45292.36407
1,10.56523068,QLD,lowrisk,energy,medsize,0.499938878,39705.04464
1,11.81515444,TAS,medrisk,consumerstaples,medsize,0.500080298,16844.50284
1,7.384159555,NSW,lowrisk,consumerstaples,largesize,0.500221698,63860.40437
1,11.20289313,TAS,lowrisk,financials,medsize,0.500363078,6728.118481
1,5.703968872,NSW,medrisk,financials,smallsize,0.500504438,25515.03042
1,8.509762432,TAS,medrisk,financials,medsize,0.500645778,32054.50368
1,12.24074008,QLD,medrisk,health,medsize,0.500787098,42645.16018
1,4.297240957,NT,lowrisk,IT,smallsize,0.500928398,29662.73044
1,9.706301973,NT,medrisk,energy,smallsize,0.501069678,21105.93327
1,10.9529278,NSW,medrisk,energy,medsize,0.501210938,41290.54007
1,6.518798448,NSW,medrisk,health,largesize,0.501352178,60039.1871
50.474302,8.050415019,VIC,lowrisk,financials,largesize,0.501493398,66520.7584
1,8.539719567,VIC,lowrisk,energy,smallsize,0.501634598,22726.83143
1,8.49371823,TAS,medrisk,health,medsize,0.501775778,35122.38948
1,7.332595136,TAS,medrisk,financials,medsize,0.501916938,42070.19281
1,8.471761762,VIC,medrisk,IT,smallsize,0.502058078,31109.451
54.57204565,12.78040263,NT,lowrisk,IT,largesize,0.502199198,74727.17743
1,8.960123495,QLD,medrisk,health,medsize,0.502340298,20250.9651
1,10.39461819,WA,medrisk,consumerstaples,largesize,0.502481378,66457.79531
1,7.029129513,WA,medrisk,health,largesize,0.502622438,56373.36904
1,4.176469574,QLD,medrisk,IT,smallsize,0.502763478,29296.41595
47.52982128,6.416535086,SA,lowrisk,energy,largesize,0.502904498,65317.01237
1,9.299849885,TAS,medrisk,consumerstaples,medsize,0.503045498,29443.85414
1,6.061980944,VIC,medrisk,health,medsize,0.503186478,57763.01041
1,12.75220242,NT,medrisk,health,largesize,0.503327438,56806.97575
1,7.622784969,NT,lowrisk,energy,smallsize,0.503468378,39264.83901
1,9.048012828,NSW,medrisk,financials,medsize,0.503609298,28033.65473
1,7.999229082,NT,medrisk,IT,smallsize,0.503750198,51600.83897
1,5.096041082,NSW,highrisk,energy,smallsize,0.503891078,43397.53118
1,8.844987533,WA,medrisk,financials,smallsize,0.504031938,22969.81524
1,6.094543467,TAS,highrisk,health,largesize,0.504172778,80936.96726
1,7.513683702,NSW,medrisk,energy,medsize,0.504313598,19314.63396
1,1.680058267,NSW,medrisk,financials,medsize,0.504454398,48966.72608
1,8.145255465,NT,medrisk,consumerstaples,smallsize,0.504595178,51475.51596
1,7.693317651,NSW,medrisk,financials,smallsize,0.504735938,43121.95735
1,9.153651561,SA,lowrisk,consumerstaples,smallsize,0.504876678,49440.5193
1,7.165573551,TAS,highrisk,financials,largesize,0.505017398,70109.00145
1,12.65106527,VIC,lowrisk,health,smallsize,0.505158098,40060.80199
1,5.331666168,NT,highrisk,health,medsize,0.505298778,25184.64861
1,7.31162466,SA,highrisk,IT,largesize,0.505439438,78981.08197
1,10.60170045,NSW,medrisk,financials,medsize,0.505580078,41860.74573
1,6.756580044,NSW,medrisk,IT,medsize,0.505720698,29761.57549
1,6.845653034,NSW,medrisk,health,smallsize,0.505861298,20295.31057
1,4.401153658,NSW,medrisk,financials,largesize,0.506001878,55093.01512
1,7.97987587,SA,lowrisk,consumerstaples,smallsize,0.506142438,30628.77124
1,12.52322084,SA,lowrisk,financials,smallsize,0.506282978,49324.6763
1,8.893481995,NSW,medrisk,energy,smallsize,0.506423498,30027.01358
1,9.62375817,QLD,medrisk,health,smallsize,0.506563998,53102.37281
1,10.09822568,SA,medrisk,financials,medsize,0.506704478,49236.38552
1,8.431448248,NSW,medrisk,financials,medsize,0.506844938,53137.41846
1,5.065667616,QLD,highrisk,energy,smallsize,0.506985378,41193.11292
1,5.503415262,TAS,highrisk,financials,medsize,0.507125798,28797.78808
1,5.597423889,VIC,medrisk,financials,medsize,0.507266198,45761.37709
1,10.14446697,TAS,medrisk,energy,medsize,0.507406578,41500.53562
1,8.179238958,SA,highrisk,energy,largesize,0.507546938,61215.41905
26.18517245,7.938639054,WA,lowrisk,financials,largesize,0.507687278,58616.32289
1,10.50923284,QLD,medrisk,financials,largesize,0.507827598,67034.7884
52.13731091,8.237467409,NT,lowrisk,energy,largesize,0.507967898,56210.33397
44.42261691,7.049372803,WA,lowrisk,health,largesize,0.508108178,73007.8544
46.5950248,8.78059526,NT,lowrisk,consumerstaples,largesize,0.508248438,44691.06877
37.362204,9.761728274,VIC,lowrisk,energy,smallsize,0.508388678,49981.29271
1,7.445633074,QLD,medrisk,consumerstaples,smallsize,0.508528898,39428.05124
1,3.430441461,WA,highrisk,IT,smallsize,0.508669098,33644.66694
1,3.886002331,SA,medrisk,financials,medsize,0.508809278,39640.88149
1,10.64908323,QLD,medrisk,financials,largesize,0.508949438,86466.5971
1,5.48946507,NSW,lowrisk,consumerstaples,smallsize,0.509089578,23725.41159
1,8.458278903,QLD,medrisk,financials,largesize,0.509229698,76408.49375
1,6.137705035,SA,medrisk,IT,medsize,0.509369798,36765.59304
1,8.306092001,QLD,medrisk,health,smallsize,0.509509878,30825.69901
1,5.903713633,SA,medrisk,IT,largesize,0.509649938,86803.6235
1,7.727905883,NSW,medrisk,health,medsize,0.509789978,41838.36923
28.16271427,2.523743974,NT,lowrisk,consumerstaples,largesize,0.509929998,68135.76034
1,5.17150665,WA,medrisk,energy,largesize,0.510069998,81675.03963
1,8.173855707,TAS,medrisk,consumerstaples,medsize,0.510209978,22188.78656
1,9.471915808,NSW,medrisk,consumerstaples,smallsize,0.510349938,26997.41863
1,2.930485675,VIC,medrisk,IT,medsize,0.510489878,44309.25341
1,5.204053181,TAS,highrisk,IT,smallsize,0.510629798,40471.47208
1,5.73514229,VIC,lowrisk,consumerstaples,medsize,0.510769698,27701.41051
1,8.889607745,TAS,medrisk,financials,smallsize,0.510909578,36370.71002
1,11.04825899,NT,medrisk,consumerstaples,smallsize,0.511049438,38909.63201
1,13.29067449,VIC,medrisk,consumerstaples,smallsize,0.511189278,21555.07438
1,6.591603045,WA,medrisk,IT,smallsize,0.511329098,27328.86307
1,6.162961937,WA,medrisk,health,medsize,0.511468898,26717.89451
1,9.547504798,QLD,medrisk,health,largesize,0.511608678,72258.65948
1,12.26671314,SA,medrisk,consumerstaples,smallsize,0.511748438,41872.9716
1,9.467244928,VIC,medrisk,consumerstaples,medsize,0.511888178,46163.65184
1,4.597305341,QLD,highrisk,energy,largesize,0.512027898,67824.06388
1,9.86813706,WA,medrisk,health,largesize,0.512167598,69803.11803
1,7.630694518,NT,medrisk,IT,medsize,0.512307278,19620.10062
1,3.634016116,NSW,lowrisk,financials,medsize,0.512446938,51419.53375
43.07681595,8.885776437,QLD,lowrisk,IT,largesize,0.512586578,79248.10274
1,6.931373944,NSW,medrisk,energy,smallsize,0.512726198,34494.83005
1,10.37092832,NSW,medrisk,health,medsize,0.512865798,37963.51111
1,4.82491117,TAS,medrisk,consumerstaples,smallsize,0.513005378,38709.73833
1,11.14566566,NSW,lowrisk,financials,smallsize,0.513144938,34674.61224
1,4.658679292,QLD,highrisk,health,medsize,0.513284478,24028.93721
1,3.406888138,WA,lowrisk,IT,smallsize,0.513423998,38643.54643
1,7.303681207,TAS,medrisk,IT,medsize,0.513563498,41962.63289
1,11.55068521,VIC,medrisk,IT,smallsize,0.513702978,31901.89343
1,13.25464987,VIC,medrisk,IT,medsize,0.513842438,42066.95712
1,5.033040897,TAS,lowrisk,energy,smallsize,0.513981878,32942.50032
1,7.415007777,NSW,lowrisk,energy,medsize,0.514121298,31001.61835
1,9.556389952,TAS,lowrisk,IT,medsize,0.514260698,38162.23356
43.4572972,5.211231462,VIC,lowrisk,consumerstaples,largesize,0.514400078,63305.93591
1,2.648933308,NSW,highrisk,IT,smallsize,0.514539438,28907.47406
40.96289264,3.022392989,VIC,lowrisk,health,medsize,0.514678778,51600.03133
26.07261028,11.64840223,TAS,lowrisk,IT,largesize,0.514818098,51351.34594
1,9.2867395,SA,lowrisk,consumerstaples,medsize,0.514957398,44107.36908
1,9.70497273,NSW,lowrisk,energy,smallsize,0.515096678,54347.82407
1,7.667746659,TAS,lowrisk,health,medsize,0.515235938,37145.49665
1,8.16091306,QLD,medrisk,consumerstaples,smallsize,0.515375178,39034.65181
1,7.555851846,NT,highrisk,energy,medsize,0.515514398,26969.71673
1,4.348337286,VIC,highrisk,IT,medsize,0.515653598,60591.34528
1,6.249943896,NSW,medrisk,consumerstaples,largesize,0.515792778,67745.21264
1,5.492341112,NSW,medrisk,IT,medsize,0.515931938,23911.94441
1,9.179814036,TAS,medrisk,energy,medsize,0.516071078,25151.93733
44.24323613,9.140051515,WA,lowrisk,financials,largesize,0.516210198,70799.41886
1,6.442513578,NSW,highrisk,IT,medsize,0.516349298,53615.09569
1,7.574429982,VIC,lowrisk,IT,medsize,0.516488378,33544.08009
1,9.563080142,WA,medrisk,consumerstaples,largesize,0.516627438,56322.65948
1,9.727473222,QLD,lowrisk,energy,smallsize,0.516766478,38986.71506
1,7.262435029,QLD,medrisk,consumerstaples,largesize,0.516905498,64712.12313
29.7380521,4.438235781,NSW,medrisk,health,smallsize,0.517044498,16595.40376
1,8.62459566,TAS,lowrisk,consumerstaples,smallsize,0.517183478,36123.96925
1,9.913274269,NT,lowrisk,IT,medsize,0.517322438,37872.05599
1,7.990718572,WA,medrisk,consumerstaples,smallsize,0.517461378,35470.26755
1,5.22564213,QLD,medrisk,financials,smallsize,0.517600298,40363.88271
1,6.736497112,VIC,medrisk,energy,smallsize,0.517739198,26309.62561
1,10.21300381,SA,medrisk,energy,largesize,0.517878078,70388.44386
69.11320635,7.858208204,TAS,lowrisk,health,largesize,0.518016938,77281.80168
1,10.53266255,TAS,medrisk,IT,medsize,0.518155778,13760.48171
1,6.65365193,WA,highrisk,health,largesize,0.518294598,83578.7795
1,4.323498974,NSW,medrisk,health,smallsize,0.518433398,32538.55691
28.3262186,9.330777553,QLD,lowrisk,consumerstaples,largesize,0.518572178,50397.97385
1,10.84436685,SA,medrisk,financials,largesize,0.518710938,63009.19394
1,5.505960314,SA,medrisk,financials,medsize,0.518849678,42630.44558
1,7.491310611,NSW,medrisk,consumerstaples,medsize,0.518988398,19718.4381
1,8.276571676,TAS,lowrisk,energy,medsize,0.519127098,39555.54217
1,5.340812944,WA,highrisk,IT,smallsize,0.519265778,43758.39527
1,11.07297057,NSW,lowrisk,IT,smallsize,0.519404438,49781.91969
1,4.402481236,QLD,highrisk,energy,medsize,0.519543078,29715.10593
1,13.08720712,WA,lowrisk,IT,medsize,0.519681698,28424.29981
1,7.355877796,QLD,medrisk,IT,smallsize,0.519820298,48815.60288
1,8.681877413,SA,medrisk,financials,smallsize,0.519958878,25815.02453
1,10.33776793,TAS,medrisk,energy,medsize,0.520097438,39242.35309
44.48019326,3.135524833,TAS,lowrisk,energy,largesize,0.520235978,66549.14038
1,10.32750024,NSW,lowrisk,energy,medsize,0.520374498,57408.40792
42.15478357,9.089201409,NT,lowrisk,health,largesize,0.520512998,71648.15105
1,4.15882752,QLD,lowrisk,health,medsize,0.520651478,26601.41958
35.8565546,7.757216887,SA,medrisk,consumerstaples,largesize,0.520789938,53500.72878
45.89076603,8.935778262,TAS,lowrisk,energy,medsize,0.520928378,18066.76945
1,8.275052669,QLD,medrisk,energy,medsize,0.521066798,38990.09212
1,7.916220962,NSW,highrisk,financials,largesize,0.521205198,82647.53091
1,7.150855897,QLD,highrisk,IT,largesize,0.521343578,72098.70369
1,7.573717649,VIC,medrisk,IT,smallsize,0.521481938,33999.8581
1,9.694713447,TAS,medrisk,IT,medsize,0.521620278,26502.99286
